8200371,shot,BattleBots,"(E, 7)",hit,submarine
8200371,shot,RMS Titanic,"(G, 4)",miss,
8200371,shot,BattleBots,"(F, 7)",miss,
8200371,shot,RMS Titanic,"(E, 6)",miss,
8200371,shot,BattleBots,"(E, 8)",miss,
8200371,shot,RMS Titanic,"(E, 4)",miss,
8200371,shot,BattleBots,"(D, 7)",miss,
8200371,shot,RMS Titanic,"(A, 10)",miss,
8200371,shot,BattleBots,"(E, 6)",hit,submarine
8200371,shot,RMS Titanic,"(G, 2)",hit,Carrier
8200371,shot,BattleBots,"(E, 5)",sink,submarine
8200371,shot,RMS Titanic,"(H, 3)",miss,
8200371,shot,BattleBots,"(B, 4)",hit,Carrier
8200371,shot,RMS Titanic,"(H, 1)",miss,
8200371,shot,BattleBots,"(C, 4)",hit,Carrier
8200371,shot,RMS Titanic,"(F, 1)",miss,
8200371,shot,BattleBots,"(D, 4)",hit,Carrier
8200371,shot,RMS Titanic,"(J, 3)",miss,
8200371,shot,BattleBots,"(E, 4)",hit,Carrier
8200371,shot,RMS Titanic,"(H, 5)",hit,battleship
8200371,shot,BattleBots,"(F, 4)",sink,Carrier
8200371,game,BattleBots,,win,RMS Titanic
8200372,shot,BattleBots,"(J, 2)",miss,
8200372,shot,RMS Titanic,"(C, 2)",miss,
8200372,shot,BattleBots,"(B, 10)",miss,
8200372,shot,RMS Titanic,"(D, 5)",miss,
8200372,shot,BattleBots,"(I, 1)",miss,
8200372,shot,RMS Titanic,"(E, 8)",miss,
8200372,shot,BattleBots,"(A, 9)",miss,
8200372,shot,RMS Titanic,"(E, 4)",miss,
8200372,shot,BattleBots,"(J, 4)",hit,crusier
8200372,shot,RMS Titanic,"(C, 8)",miss,
8200372,shot,BattleBots,"(J, 5)",miss,
8200372,shot,RMS Titanic,"(G, 6)",hit,Carrier
8200372,shot,BattleBots,"(I, 4)",hit,crusier
8200372,shot,RMS Titanic,"(H, 7)",miss,
8200372,shot,BattleBots,"(H, 4)",sink,crusier
8200372,shot,RMS Titanic,"(H, 5)",miss,
8200372,shot,BattleBots,"(H, 2)",miss,
8200372,shot,RMS Titanic,"(F, 7)",miss,
8200372,shot,BattleBots,"(B, 8)",miss,
8200372,shot,RMS Titanic,"(F, 5)",miss,
8200372,shot,BattleBots,"(G, 1)",miss,
8200372,shot,RMS Titanic,"(I, 8)",miss,
8200372,shot,BattleBots,"(A, 7)",miss,
8200372,shot,RMS Titanic,"(J, 5)",miss,
8200372,shot,BattleBots,"(J, 6)",miss,
8200372,shot,RMS Titanic,"(G, 4)",miss,
8200372,shot,BattleBots,"(F, 10)",miss,
8200372,shot,RMS Titanic,"(D, 9)",hit,crusier
8200372,shot,BattleBots,"(I, 5)",miss,
8200372,shot,RMS Titanic,"(E, 10)",miss,
8200372,shot,BattleBots,"(E, 9)",hit,battleship
8200372,shot,RMS Titanic,"(C, 10)",miss,
8200372,shot,BattleBots,"(F, 9)",hit,battleship
8200372,shot,RMS Titanic,"(B, 5)",miss,
8200372,shot,BattleBots,"(G, 9)",miss,
8200372,shot,RMS Titanic,"(I, 4)",miss,
8200372,shot,BattleBots,"(D, 9)",hit,battleship
8200372,shot,RMS Titanic,"(H, 3)",hit,battleship
8200372,shot,BattleBots,"(C, 9)",sink,battleship
8200372,shot,RMS Titanic,"(I, 2)",miss,
8200372,shot,BattleBots,"(F, 2)",miss,
8200372,shot,RMS Titanic,"(G, 2)",miss,
8200372,shot,BattleBots,"(B, 6)",miss,
8200372,shot,RMS Titanic,"(F, 1)",miss,
8200372,shot,BattleBots,"(E, 1)",miss,
8200372,shot,RMS Titanic,"(E, 6)",hit,Carrier
8200372,shot,BattleBots,"(A, 5)",miss,
8200372,shot,RMS Titanic,"(F, 5)",miss,
8200372,shot,BattleBots,"(J, 8)",miss,
8200372,shot,RMS Titanic,"(D, 7)",miss,
8200372,shot,BattleBots,"(H, 10)",miss,
8200372,shot,RMS Titanic,"(J, 3)",miss,
8200372,shot,BattleBots,"(I, 7)",hit,Carrier
8200372,shot,RMS Titanic,"(I, 6)",hit,Carrier
8200372,shot,BattleBots,"(J, 7)",miss,
8200372,shot,RMS Titanic,"(J, 7)",miss,
8200372,shot,BattleBots,"(I, 8)",hit,Carrier
8200372,shot,RMS Titanic,"(H, 7)",miss,
8200372,shot,BattleBots,"(I, 9)",hit,Carrier
8200372,shot,RMS Titanic,"(A, 8)",miss,
8200372,shot,BattleBots,"(I, 10)",hit,Carrier
8200372,shot,RMS Titanic,"(F, 9)",hit,crusier
8200372,shot,BattleBots,"(E, 7)",miss,
8200372,shot,RMS Titanic,"(G, 10)",miss,
8200372,shot,BattleBots,"(I, 6)",sink,Carrier
8200372,shot,RMS Titanic,"(G, 8)",miss,
8200372,shot,BattleBots,"(D, 6)",hit,submarine
8200372,shot,RMS Titanic,"(E, 8)",miss,
8200372,shot,BattleBots,"(E, 6)",miss,
8200372,shot,RMS Titanic,"(F, 3)",hit,battleship
8200372,shot,BattleBots,"(D, 7)",hit,submarine
8200372,shot,RMS Titanic,"(G, 2)",miss,
8200372,shot,BattleBots,"(D, 8)",miss,
8200372,shot,RMS Titanic,"(E, 2)",miss,
8200372,shot,BattleBots,"(D, 5)",sink,submarine
8200372,shot,RMS Titanic,"(A, 10)",miss,
8200372,shot,BattleBots,"(C, 1)",miss,
8200372,shot,RMS Titanic,"(C, 6)",miss,
8200372,shot,BattleBots,"(A, 3)",miss,
8200372,shot,RMS Titanic,"(H, 1)",miss,
8200372,shot,BattleBots,"(J, 10)",miss,
8200372,shot,RMS Titanic,"(I, 10)",miss,
8200372,shot,BattleBots,"(H, 6)",miss,
8200372,shot,RMS Titanic,"(B, 9)",miss,
8200372,shot,BattleBots,"(H, 8)",miss,
8200372,shot,RMS Titanic,"(J, 1)",miss,
8200372,shot,BattleBots,"(G, 7)",miss,
8200372,shot,RMS Titanic,"(B, 7)",hit,destroyer
8200372,shot,BattleBots,"(F, 6)",miss,
8200372,shot,RMS Titanic,"(C, 6)",miss,
8200372,shot,BattleBots,"(E, 5)",miss,
8200372,shot,RMS Titanic,"(A, 6)",miss,
8200372,shot,BattleBots,"(D, 4)",hit,destroyer
8200372,shot,RMS Titanic,"(C, 4)",miss,
8200372,shot,BattleBots,"(E, 4)",miss,
8200372,shot,RMS Titanic,"(B, 1)",hit,submarine
8200372,shot,BattleBots,"(D, 5)",miss,
8200372,shot,RMS Titanic,"(C, 1)",hit,submarine
8200372,shot,BattleBots,"(C, 4)",miss,
8200372,shot,RMS Titanic,"(B, 2)",miss,
8200372,shot,BattleBots,"(D, 3)",sink,destroyer
8200372,game,BattleBots,,win,RMS Titanic
8200373,shot,RMS Titanic,"(C, 2)",miss,
8200373,shot,BattleBots,"(J, 2)",miss,
8200373,shot,RMS Titanic,"(B, 5)",miss,
8200373,shot,BattleBots,"(B, 10)",hit,submarine
8200373,shot,RMS Titanic,"(G, 8)",miss,
8200373,shot,BattleBots,"(C, 10)",hit,submarine
8200373,shot,RMS Titanic,"(G, 10)",miss,
8200373,shot,BattleBots,"(D, 10)",miss,
8200373,shot,RMS Titanic,"(C, 4)",miss,
8200373,shot,BattleBots,"(A, 10)",sink,submarine
8200373,shot,RMS Titanic,"(B, 1)",miss,
8200373,shot,BattleBots,"(E, 7)",miss,
8200373,shot,RMS Titanic,"(A, 8)",miss,
8200373,shot,BattleBots,"(I, 3)",hit,Carrier
8200373,shot,RMS Titanic,"(J, 3)",miss,
8200373,shot,BattleBots,"(J, 3)",miss,
8200373,shot,RMS Titanic,"(H, 3)",miss,
8200373,shot,BattleBots,"(I, 4)",miss,
8200373,shot,RMS Titanic,"(I, 10)",hit,submarine
8200373,shot,BattleBots,"(H, 3)",hit,Carrier
8200373,shot,RMS Titanic,"(J, 10)",miss,
8200373,shot,BattleBots,"(G, 3)",hit,Carrier
8200373,shot,RMS Titanic,"(J, 9)",miss,
8200373,shot,BattleBots,"(F, 3)",hit,Carrier
8200373,shot,RMS Titanic,"(H, 10)",miss,
8200373,shot,BattleBots,"(E, 3)",sink,Carrier
8200373,shot,RMS Titanic,"(D, 1)",miss,
8200373,shot,BattleBots,"(F, 10)",miss,
8200373,shot,RMS Titanic,"(G, 6)",miss,
8200373,shot,BattleBots,"(I, 5)",miss,
8200373,shot,RMS Titanic,"(C, 8)",miss,
8200373,shot,BattleBots,"(E, 9)",miss,
8200373,shot,RMS Titanic,"(F, 5)",hit,battleship
8200373,shot,BattleBots,"(H, 4)",miss,
8200373,shot,RMS Titanic,"(G, 4)",miss,
8200373,shot,BattleBots,"(D, 8)",miss,
8200373,shot,RMS Titanic,"(E, 6)",miss,
8200373,shot,BattleBots,"(D, 6)",miss,
8200373,shot,RMS Titanic,"(E, 4)",miss,
8200373,shot,BattleBots,"(C, 7)",hit,crusier
8200373,shot,RMS Titanic,"(A, 4)",miss,
8200373,shot,BattleBots,"(D, 7)",miss,
8200373,shot,RMS Titanic,"(F, 1)",miss,
8200373,shot,BattleBots,"(C, 8)",hit,crusier
8200373,shot,RMS Titanic,"(J, 5)",miss,
8200373,shot,BattleBots,"(C, 9)",miss,
8200373,shot,RMS Titanic,"(I, 6)",miss,
8200373,shot,BattleBots,"(C, 6)",sink,crusier
8200373,shot,RMS Titanic,"(H, 7)",miss,
8200373,shot,BattleBots,"(J, 8)",miss,
8200373,shot,RMS Titanic,"(H, 5)",hit,battleship
8200373,shot,BattleBots,"(H, 10)",miss,
8200373,shot,RMS Titanic,"(I, 4)",miss,
8200373,shot,BattleBots,"(I, 7)",miss,
8200373,shot,RMS Titanic,"(G, 4)",miss,
8200373,shot,BattleBots,"(G, 9)",miss,
8200373,shot,RMS Titanic,"(D, 3)",miss,
8200373,shot,BattleBots,"(H, 6)",hit,destroyer
8200373,shot,RMS Titanic,"(A, 6)",miss,
8200373,shot,BattleBots,"(I, 6)",miss,
8200373,shot,RMS Titanic,"(D, 7)",miss,
8200373,shot,BattleBots,"(H, 7)",sink,destroyer
8200373,shot,RMS Titanic,"(I, 8)",hit,submarine
8200373,shot,BattleBots,"(J, 7)",miss,
8200373,shot,RMS Titanic,"(J, 7)",miss,
8200373,shot,BattleBots,"(F, 4)",miss,
8200373,shot,RMS Titanic,"(H, 9)",miss,
8200373,shot,BattleBots,"(B, 9)",miss,
8200373,shot,RMS Titanic,"(E, 8)",miss,
8200373,shot,BattleBots,"(G, 10)",miss,
8200373,shot,RMS Titanic,"(D, 5)",miss,
8200373,shot,BattleBots,"(C, 5)",miss,
8200373,shot,RMS Titanic,"(B, 7)",hit,destroyer
8200373,shot,BattleBots,"(D, 2)",miss,
8200373,shot,RMS Titanic,"(C, 6)",miss,
8200373,shot,BattleBots,"(B, 4)",miss,
8200373,shot,RMS Titanic,"(A, 6)",miss,
8200373,shot,BattleBots,"(C, 1)",miss,
8200373,shot,RMS Titanic,"(I, 2)",miss,
8200373,shot,BattleBots,"(A, 3)",hit,battleship
8200373,shot,RMS Titanic,"(J, 1)",miss,
8200373,shot,BattleBots,"(B, 3)",miss,
8200373,shot,RMS Titanic,"(A, 2)",miss,
8200373,shot,BattleBots,"(A, 4)",hit,battleship
8200373,shot,RMS Titanic,"(B, 3)",miss,
8200373,shot,BattleBots,"(A, 5)",hit,battleship
8200373,shot,RMS Titanic,"(F, 3)",miss,
8200373,shot,BattleBots,"(A, 6)",miss,
8200373,shot,RMS Titanic,"(E, 10)",miss,
8200373,shot,BattleBots,"(A, 2)",sink,battleship
8200373,game,BattleBots,,win,RMS Titanic
8200374,shot,BattleBots,"(J, 2)",miss,
8200374,shot,RMS Titanic,"(C, 2)",miss,
8200374,shot,BattleBots,"(B, 10)",miss,
8200374,shot,RMS Titanic,"(A, 8)",miss,
8200374,shot,BattleBots,"(I, 1)",miss,
8200374,shot,RMS Titanic,"(J, 7)",miss,
8200374,shot,BattleBots,"(A, 9)",miss,
8200374,shot,RMS Titanic,"(J, 5)",miss,
8200374,shot,BattleBots,"(J, 4)",hit,Carrier
8200374,shot,RMS Titanic,"(B, 5)",miss,
8200374,shot,BattleBots,"(J, 5)",hit,Carrier
8200374,shot,RMS Titanic,"(F, 3)",miss,
8200374,shot,BattleBots,"(J, 6)",hit,Carrier
8200374,shot,RMS Titanic,"(F, 7)",miss,
8200374,shot,BattleBots,"(J, 7)",hit,Carrier
8200374,shot,RMS Titanic,"(D, 1)",miss,
8200374,shot,BattleBots,"(J, 8)",sink,Carrier
8200374,shot,RMS Titanic,"(G, 10)",miss,
8200374,shot,BattleBots,"(B, 8)",miss,
8200374,shot,RMS Titanic,"(H, 5)",hit,battleship
8200374,shot,BattleBots,"(G, 1)",miss,
8200374,shot,RMS Titanic,"(I, 6)",miss,
8200374,shot,BattleBots,"(A, 7)",miss,
8200374,shot,RMS Titanic,"(I, 4)",miss,
8200374,shot,BattleBots,"(I, 3)",miss,
8200374,shot,RMS Titanic,"(G, 6)",miss,
8200374,shot,BattleBots,"(F, 10)",miss,
8200374,shot,RMS Titanic,"(G, 4)",miss,
8200374,shot,BattleBots,"(I, 5)",miss,
8200374,shot,RMS Titanic,"(B, 3)",miss,
8200374,shot,BattleBots,"(E, 9)",miss,
8200374,shot,RMS Titanic,"(F, 5)",hit,battleship
8200374,shot,BattleBots,"(H, 4)",miss,
8200374,shot,RMS Titanic,"(G, 4)",miss,
8200374,shot,BattleBots,"(D, 8)",hit,submarine
8200374,shot,RMS Titanic,"(E, 6)",miss,
8200374,shot,BattleBots,"(E, 8)",miss,
8200374,shot,RMS Titanic,"(E, 4)",miss,
8200374,shot,BattleBots,"(D, 9)",hit,submarine
8200374,shot,RMS Titanic,"(D, 5)",miss,
8200374,shot,BattleBots,"(D, 10)",miss,
8200374,shot,RMS Titanic,"(D, 3)",miss,
8200374,shot,BattleBots,"(D, 7)",sink,submarine
8200374,shot,RMS Titanic,"(B, 7)",hit,destroyer
8200374,shot,BattleBots,"(E, 1)",miss,
8200374,shot,RMS Titanic,"(C, 8)",miss,
8200374,shot,BattleBots,"(A, 5)",miss,
8200374,shot,RMS Titanic,"(C, 6)",miss,
8200374,shot,BattleBots,"(J, 9)",miss,
8200374,shot,RMS Titanic,"(A, 6)",miss,
8200374,shot,BattleBots,"(H, 10)",hit,crusier
8200374,shot,RMS Titanic,"(E, 10)",miss,
8200374,shot,BattleBots,"(I, 10)",miss,
8200374,shot,RMS Titanic,"(I, 2)",miss,
8200374,shot,BattleBots,"(G, 10)",miss,
8200374,shot,RMS Titanic,"(D, 9)",hit,crusier
8200374,shot,BattleBots,"(H, 9)",hit,crusier
8200374,shot,RMS Titanic,"(E, 8)",miss,
8200374,shot,BattleBots,"(H, 8)",sink,crusier
8200374,shot,RMS Titanic,"(C, 10)",miss,
8200374,shot,BattleBots,"(G, 5)",miss,
8200374,shot,RMS Titanic,"(B, 1)",miss,
8200374,shot,BattleBots,"(E, 7)",miss,
8200374,shot,RMS Titanic,"(J, 1)",miss,
8200374,shot,BattleBots,"(F, 4)",miss,
8200374,shot,RMS Titanic,"(E, 2)",hit,Carrier
8200374,shot,BattleBots,"(D, 6)",miss,
8200374,shot,RMS Titanic,"(F, 1)",miss,
8200374,shot,BattleBots,"(E, 3)",miss,
8200374,shot,RMS Titanic,"(D, 1)",miss,
8200374,shot,BattleBots,"(C, 5)",miss,
8200374,shot,RMS Titanic,"(G, 8)",miss,
8200374,shot,BattleBots,"(D, 2)",miss,
8200374,shot,RMS Titanic,"(H, 9)",miss,
8200374,shot,BattleBots,"(B, 4)",miss,
8200374,shot,RMS Titanic,"(F, 9)",hit,crusier
8200374,shot,BattleBots,"(C, 1)",miss,
8200374,shot,RMS Titanic,"(G, 8)",miss,
8200374,shot,BattleBots,"(A, 3)",miss,
8200374,shot,RMS Titanic,"(E, 8)",miss,
8200374,shot,BattleBots,"(J, 10)",miss,
8200374,shot,RMS Titanic,"(I, 8)",hit,submarine
8200374,shot,BattleBots,"(I, 9)",miss,
8200374,shot,RMS Titanic,"(J, 9)",miss,
8200374,shot,BattleBots,"(D, 5)",miss,
8200374,shot,RMS Titanic,"(H, 9)",miss,
8200374,shot,BattleBots,"(G, 7)",miss,
8200374,shot,RMS Titanic,"(H, 7)",miss,
8200374,shot,BattleBots,"(F, 6)",hit,battleship
8200374,shot,RMS Titanic,"(C, 4)",miss,
8200374,shot,BattleBots,"(G, 6)",miss,
8200374,shot,RMS Titanic,"(A, 2)",miss,
8200374,shot,BattleBots,"(F, 7)",hit,battleship
8200374,shot,RMS Titanic,"(I, 10)",hit,submarine
8200374,shot,BattleBots,"(F, 8)",hit,battleship
8200374,shot,RMS Titanic,"(J, 10)",miss,
8200374,shot,BattleBots,"(F, 9)",miss,
8200374,shot,RMS Titanic,"(H, 10)",miss,
8200374,shot,BattleBots,"(F, 5)",sink,battleship
8200374,shot,RMS Titanic,"(D, 7)",miss,
8200374,shot,BattleBots,"(B, 5)",miss,
8200374,shot,RMS Titanic,"(H, 3)",miss,
8200374,shot,BattleBots,"(B, 9)",miss,
8200374,shot,RMS Titanic,"(A, 10)",miss,
8200374,shot,BattleBots,"(D, 3)",miss,
8200374,shot,RMS Titanic,"(A, 4)",miss,
8200374,shot,BattleBots,"(F, 2)",miss,
8200374,shot,RMS Titanic,"(J, 3)",miss,
8200374,shot,BattleBots,"(I, 2)",miss,
8200374,shot,RMS Titanic,"(H, 1)",miss,
8200374,shot,BattleBots,"(A, 1)",miss,
8200374,shot,RMS Titanic,"(B, 9)",miss,
8200374,shot,BattleBots,"(C, 9)",miss,
8200374,shot,RMS Titanic,"(G, 2)",hit,Carrier
8200374,shot,BattleBots,"(H, 6)",miss,
8200374,shot,RMS Titanic,"(H, 1)",miss,
8200374,shot,BattleBots,"(I, 7)",miss,
8200374,shot,RMS Titanic,"(F, 1)",miss,
8200374,shot,BattleBots,"(I, 8)",miss,
8200374,shot,RMS Titanic,"(H, 6)",miss,
8200374,shot,BattleBots,"(A, 4)",miss,
8200374,shot,RMS Titanic,"(A, 7)",miss,
8200374,shot,BattleBots,"(D, 1)",miss,
8200374,shot,RMS Titanic,"(G, 3)",miss,
8200374,shot,BattleBots,"(C, 4)",miss,
8200374,shot,RMS Titanic,"(I, 9)",sink,submarine
8200374,shot,BattleBots,"(B, 2)",miss,
8200374,shot,RMS Titanic,"(J, 8)",miss,
8200374,shot,BattleBots,"(G, 2)",miss,
8200374,shot,RMS Titanic,"(H, 8)",miss,
8200374,shot,BattleBots,"(E, 5)",miss,
8200374,shot,RMS Titanic,"(G, 5)",hit,battleship
8200374,shot,BattleBots,"(H, 2)",miss,
8200374,shot,RMS Titanic,"(H, 4)",miss,
8200374,shot,BattleBots,"(A, 10)",miss,
8200374,shot,RMS Titanic,"(F, 6)",miss,
8200374,shot,BattleBots,"(B, 3)",miss,
8200374,shot,RMS Titanic,"(F, 4)",miss,
8200374,shot,BattleBots,"(J, 1)",miss,
8200374,shot,RMS Titanic,"(D, 10)",miss,
8200374,shot,BattleBots,"(C, 3)",miss,
8200374,shot,RMS Titanic,"(G, 7)",miss,
8200374,shot,BattleBots,"(F, 1)",miss,
8200374,shot,RMS Titanic,"(D, 6)",miss,
8200374,shot,BattleBots,"(B, 1)",miss,
8200374,shot,RMS Titanic,"(J, 6)",miss,
8200374,shot,BattleBots,"(I, 4)",miss,
8200374,shot,RMS Titanic,"(G, 1)",miss,
8200374,shot,BattleBots,"(C, 2)",miss,
8200374,shot,RMS Titanic,"(F, 8)",miss,
8200374,shot,BattleBots,"(H, 3)",miss,
8200374,shot,RMS Titanic,"(B, 10)",miss,
8200374,shot,BattleBots,"(E, 6)",miss,
8200374,shot,RMS Titanic,"(E, 7)",miss,
8200374,shot,BattleBots,"(I, 6)",miss,
8200374,shot,RMS Titanic,"(C, 7)",sink,destroyer
8200374,shot,BattleBots,"(H, 1)",miss,
8200374,shot,RMS Titanic,"(D, 8)",miss,
8200374,shot,BattleBots,"(H, 7)",miss,
8200374,shot,RMS Titanic,"(B, 8)",miss,
8200374,shot,BattleBots,"(B, 7)",miss,
8200374,shot,RMS Titanic,"(B, 6)",miss,
8200374,shot,BattleBots,"(J, 3)",miss,
8200374,shot,RMS Titanic,"(D, 2)",hit,Carrier
8200374,shot,BattleBots,"(A, 2)",miss,
8200374,shot,RMS Titanic,"(E, 3)",miss,
8200374,shot,BattleBots,"(H, 5)",miss,
8200374,shot,RMS Titanic,"(E, 1)",miss,
8200374,shot,BattleBots,"(C, 6)",miss,
8200374,shot,RMS Titanic,"(C, 3)",miss,
8200374,shot,BattleBots,"(A, 6)",miss,
8200374,shot,RMS Titanic,"(C, 1)",miss,
8200374,shot,BattleBots,"(G, 3)",hit,destroyer
8200374,shot,RMS Titanic,"(E, 5)",miss,
8200374,shot,BattleBots,"(H, 3)",miss,
8200374,shot,RMS Titanic,"(H, 2)",hit,Carrier
8200374,shot,BattleBots,"(G, 4)",miss,
8200374,shot,RMS Titanic,"(I, 3)",miss,
8200374,shot,BattleBots,"(F, 3)",sink,destroyer
8200374,game,BattleBots,,win,RMS Titanic
8200375,shot,RMS Titanic,"(C, 2)",miss,
8200375,shot,BattleBots,"(J, 2)",miss,
8200375,shot,RMS Titanic,"(J, 9)",miss,
8200375,shot,BattleBots,"(B, 10)",hit,crusier
8200375,shot,RMS Titanic,"(B, 1)",miss,
8200375,shot,BattleBots,"(C, 10)",hit,crusier
8200375,shot,RMS Titanic,"(D, 5)",miss,
8200375,shot,BattleBots,"(D, 10)",miss,
8200375,shot,RMS Titanic,"(A, 2)",miss,
8200375,shot,BattleBots,"(A, 10)",sink,crusier
8200375,shot,RMS Titanic,"(F, 1)",miss,
8200375,shot,BattleBots,"(A, 7)",hit,battleship
8200375,shot,RMS Titanic,"(C, 4)",miss,
8200375,shot,BattleBots,"(B, 7)",miss,
8200375,shot,RMS Titanic,"(B, 7)",hit,destroyer
8200375,shot,BattleBots,"(A, 8)",hit,battleship
8200375,shot,RMS Titanic,"(C, 8)",miss,
8200375,shot,BattleBots,"(A, 9)",miss,
8200375,shot,RMS Titanic,"(C, 6)",miss,
8200375,shot,BattleBots,"(A, 6)",hit,battleship
8200375,shot,RMS Titanic,"(A, 8)",miss,
8200375,shot,BattleBots,"(A, 5)",sink,battleship
8200375,shot,RMS Titanic,"(A, 6)",miss,
8200375,shot,BattleBots,"(B, 4)",miss,
8200375,shot,RMS Titanic,"(D, 1)",miss,
8200375,shot,BattleBots,"(J, 6)",miss,
8200375,shot,RMS Titanic,"(F, 3)",miss,
8200375,shot,BattleBots,"(F, 10)",miss,
8200375,shot,RMS Titanic,"(G, 6)",miss,
8200375,shot,BattleBots,"(I, 5)",hit,destroyer
8200375,shot,RMS Titanic,"(D, 9)",hit,crusier
8200375,shot,BattleBots,"(J, 5)",miss,
8200375,shot,RMS Titanic,"(E, 10)",miss,
8200375,shot,BattleBots,"(I, 6)",miss,
8200375,shot,RMS Titanic,"(E, 8)",miss,
8200375,shot,BattleBots,"(H, 5)",sink,destroyer
8200375,shot,RMS Titanic,"(C, 10)",miss,
8200375,shot,BattleBots,"(G, 3)",miss,
8200375,shot,RMS Titanic,"(D, 3)",miss,
8200375,shot,BattleBots,"(C, 7)",miss,
8200375,shot,RMS Titanic,"(J, 3)",miss,
8200375,shot,BattleBots,"(F, 2)",hit,Carrier
8200375,shot,RMS Titanic,"(F, 5)",hit,battleship
8200375,shot,BattleBots,"(G, 2)",miss,
8200375,shot,RMS Titanic,"(G, 4)",miss,
8200375,shot,BattleBots,"(F, 3)",miss,
8200375,shot,RMS Titanic,"(E, 6)",miss,
8200375,shot,BattleBots,"(E, 2)",hit,Carrier
8200375,shot,RMS Titanic,"(E, 4)",miss,
8200375,shot,BattleBots,"(D, 2)",hit,Carrier
8200375,shot,RMS Titanic,"(J, 7)",miss,
8200375,shot,BattleBots,"(C, 2)",hit,Carrier
8200375,shot,RMS Titanic,"(B, 5)",miss,
8200375,shot,BattleBots,"(B, 2)",sink,Carrier
8200375,shot,RMS Titanic,"(J, 1)",miss,
8200375,shot,BattleBots,"(G, 9)",miss,
8200375,shot,RMS Titanic,"(G, 2)",hit,Carrier
8200375,shot,BattleBots,"(H, 6)",miss,
8200375,shot,RMS Titanic,"(H, 3)",miss,
8200375,shot,BattleBots,"(F, 8)",miss,
8200375,shot,RMS Titanic,"(H, 1)",miss,
8200375,shot,BattleBots,"(G, 5)",miss,
8200375,shot,RMS Titanic,"(F, 1)",miss,
8200375,shot,BattleBots,"(E, 7)",miss,
